rank,phase,image,folder,filename,candidate_id,x,y,width,height,center_x,center_y,area_px,mask_major_axis_px,mask_minor_axis_px,lint_fraction,green_fraction,brightness,visibility,measurement_ready_score
418,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124723_0196_D.JPG,205_Post_Def_rgb,DJI_20250929124723_0196_D.JPG,30,368,2300,139,125,437.5,2362.5,8447,138.947,125.053,0.5417,0.0556,0.5472,0.4861,0.7097
419,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124515_0132_D.JPG,205_Post_Def_rgb,DJI_20250929124515_0132_D.JPG,259,2376,2056,56,56,2404.0,2084.0,1786,55.579,55.579,0.5781,0.0,0.5781,0.5781,0.7096
420,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124523_0136_D.JPG,205_Post_Def_rgb,DJI_20250929124523_0136_D.JPG,330,1007,3786,35,56,1024.5,3814.0,1207,55.579,34.737,0.625,0.025,0.625,0.625,0.7095
421,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124525_0137_D.JPG,205_Post_Def_rgb,DJI_20250929124525_0137_D.JPG,383,1181,1869,56,35,1209.0,1886.5,1207,55.579,34.737,0.625,0.025,0.625,0.625,0.7095
422,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124525_0137_D.JPG,205_Post_Def_rgb,DJI_20250929124525_0137_D.JPG,395,591,2890,56,35,619.0,2907.5,1207,55.579,34.737,0.625,0.025,0.625,0.625,0.7095
423,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095817_0328_D.JPG,Part_one_pre_def_rgb,DJI_20250929095817_0328_D.JPG,388,611,2793,35,28,628.5,2807.0,676,34.737,27.789,0.7,0.05,0.85,0.7,0.7094
424,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124525_0137_D.JPG,205_Post_Def_rgb,DJI_20250929124525_0137_D.JPG,210,1501,3231,42,69,1522.0,3265.5,1786,69.474,41.684,0.6167,0.0,0.6167,0.6167,0.7092
425,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,284,3786,3918,69,35,3820.5,3935.5,1545,69.474,34.737,0.64,0.0,0.64,0.64,0.7091
426,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124731_0200_D.JPG,205_Post_Def_rgb,DJI_20250929124731_0200_D.JPG,283,597,2369,69,49,631.5,2393.5,1931,69.474,48.632,0.6143,0.0143,0.6143,0.5714,0.7091
427,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124733_0201_D.JPG,205_Post_Def_rgb,DJI_20250929124733_0201_D.JPG,161,4905,2508,56,83,4933.0,2549.5,2751,83.368,55.579,0.5938,0.0,0.5938,0.5938,0.709
428,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124637_0173_D.JPG,205_Post_Def_rgb,DJI_20250929124637_0173_D.JPG,254,1112,2515,42,63,1133.0,2546.5,1593,62.526,41.684,0.6111,0.0185,0.6111,0.6111,0.7089
429,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124517_0133_D.JPG,205_Post_Def_rgb,DJI_20250929124517_0133_D.JPG,230,1098,3884,49,69,1122.5,3918.5,2027,69.474,48.632,0.6,0.0143,0.6,0.6,0.7089
430,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,261,292,1911,69,49,326.5,1935.5,2027,69.474,48.632,0.6,0.0143,0.6,0.6,0.7089
431,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124617_0163_D.JPG,205_Post_Def_rgb,DJI_20250929124617_0163_D.JPG,294,3613,3793,56,56,3641.0,3821.0,1738,55.579,55.579,0.5938,0.0781,0.5938,0.5625,0.7088
432,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124719_0194_D.JPG,205_Post_Def_rgb,DJI_20250929124719_0194_D.JPG,359,4551,3564,56,56,4579.0,3592.0,1786,55.579,55.579,0.5781,0.0156,0.5781,0.5781,0.7087
433,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124523_0136_D.JPG,205_Post_Def_rgb,DJI_20250929124523_0136_D.JPG,281,3946,2994,69,28,3980.5,3008.0,1303,69.474,27.789,0.675,0.025,0.675,0.675,0.7087
434,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124625_0167_D.JPG,205_Post_Def_rgb,DJI_20250929124625_0167_D.JPG,292,3550,2841,42,56,3571.0,2869.0,1400,55.579,41.684,0.6042,0.0208,0.6042,0.6042,0.7086
435,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124645_0177_D.JPG,205_Post_Def_rgb,DJI_20250929124645_0177_D.JPG,277,4495,1251,56,42,4523.0,1272.0,1400,55.579,41.684,0.6042,0.0208,0.6042,0.6042,0.7086
436,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124655_0182_D.JPG,205_Post_Def_rgb,DJI_20250929124655_0182_D.JPG,296,368,3001,56,42,396.0,3022.0,1400,55.579,41.684,0.6042,0.0208,0.6042,0.6042,0.7086
437,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095953_0376_D.JPG,Part_one_pre_def_rgb,DJI_20250929095953_0376_D.JPG,306,597,3300,35,28,614.5,3314.0,676,34.737,27.789,0.7,0.2,0.9,0.7,0.7084
438,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124607_0158_D.JPG,205_Post_Def_rgb,DJI_20250929124607_0158_D.JPG,365,4474,3515,69,49,4508.5,3539.5,1834,69.474,48.632,0.6286,0.0286,0.6286,0.5429,0.7084
439,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124723_0196_D.JPG,205_Post_Def_rgb,DJI_20250929124723_0196_D.JPG,58,375,2195,97,118,423.5,2254.0,6033,118.105,97.263,0.563,0.0924,0.563,0.5252,0.7083
440,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124639_0174_D.JPG,205_Post_Def_rgb,DJI_20250929124639_0174_D.JPG,351,4953,3877,35,69,4970.5,3911.5,1496,69.474,34.737,0.66,0.1,0.66,0.62,0.7082
441,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124539_0144_D.JPG,205_Post_Def_rgb,DJI_20250929124539_0144_D.JPG,364,2084,3911,69,42,2118.5,3932.0,1786,69.474,41.684,0.6167,0.0167,0.6167,0.6167,0.7082
442,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124725_0197_D.JPG,205_Post_Def_rgb,DJI_20250929124725_0197_D.JPG,374,1820,2890,42,69,1841.0,2924.5,1786,69.474,41.684,0.6167,0.0167,0.6167,0.6167,0.7082
443,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095827_0333_D.JPG,Part_one_pre_def_rgb,DJI_20250929095827_0333_D.JPG,342,924,1362,21,42,934.5,1383.0,676,41.684,20.842,0.7778,0.0556,0.7778,0.7778,0.708
444,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095903_0351_D.JPG,Part_one_pre_def_rgb,DJI_20250929095903_0351_D.JPG,335,834,3724,21,42,844.5,3745.0,676,41.684,20.842,0.7778,0.0556,0.7778,0.7778,0.708
445,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100019_0389_D.JPG,Part_one_pre_def_rgb,DJI_20250929100019_0389_D.JPG,328,3105,3675,35,35,3122.5,3692.5,869,34.737,34.737,0.72,0.44,0.84,0.72,0.7079
446,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,387,3918,3835,56,56,3946.0,3863.0,1786,55.579,55.579,0.5781,0.0312,0.5781,0.5781,0.7077
447,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124523_0136_D.JPG,205_Post_Def_rgb,DJI_20250929124523_0136_D.JPG,362,1313,3800,63,28,1344.5,3814.0,1158,62.526,27.789,0.6667,0.0833,0.6667,0.6667,0.7077
448,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124633_0171_D.JPG,205_Post_Def_rgb,DJI_20250929124633_0171_D.JPG,142,3856,3863,56,90,3884.0,3908.0,2848,90.316,55.579,0.6154,0.0385,0.6154,0.5673,0.7076
449,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124733_0201_D.JPG,205_Post_Def_rgb,DJI_20250929124733_0201_D.JPG,98,2473,1827,69,90,2507.5,1872.0,3523,90.316,69.474,0.5769,0.0154,0.5769,0.5615,0.7076
450,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100013_0386_D.JPG,Part_one_pre_def_rgb,DJI_20250929100013_0386_D.JPG,353,146,2709,42,35,167.0,2726.5,1014,41.684,34.737,0.7,0.0667,0.8,0.7,0.7075
451,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124531_0140_D.JPG,205_Post_Def_rgb,DJI_20250929124531_0140_D.JPG,176,2355,3738,56,69,2383.0,3772.5,2268,69.474,55.579,0.5875,0.0875,0.6,0.5875,0.7074
452,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124515_0132_D.JPG,205_Post_Def_rgb,DJI_20250929124515_0132_D.JPG,367,396,2890,42,56,417.0,2918.0,1400,55.579,41.684,0.6042,0.0417,0.6042,0.6042,0.7073
453,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124645_0177_D.JPG,205_Post_Def_rgb,DJI_20250929124645_0177_D.JPG,282,5238,3404,42,56,5259.0,3432.0,1400,55.579,41.684,0.6042,0.0417,0.6042,0.6042,0.7073
454,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,192,5106,3529,63,76,5137.5,3567.0,2510,76.421,62.526,0.6061,0.0505,0.6061,0.5253,0.7073
455,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124737_0203_D.JPG,205_Post_Def_rgb,DJI_20250929124737_0203_D.JPG,227,4877,3495,56,69,4905.0,3529.5,2220,69.474,55.579,0.5875,0.0125,0.5875,0.575,0.7069
456,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124603_0156_D.JPG,205_Post_Def_rgb,DJI_20250929124603_0156_D.JPG,243,347,1223,63,63,378.5,1254.5,2220,62.526,62.526,0.5679,0.0,0.5679,0.5679,0.7069
457,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124511_0130_D.JPG,205_Post_Def_rgb,DJI_20250929124511_0130_D.JPG,135,1897,3293,56,56,1925.0,3321.0,1786,55.579,55.579,0.5781,0.0469,0.5781,0.5781,0.7068
458,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095933_0366_D.JPG,Part_one_pre_def_rgb,DJI_20250929095933_0366_D.JPG,284,1056,2140,28,49,1070.0,2164.5,1014,48.632,27.789,0.75,0.1071,0.7857,0.75,0.7068
459,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124613_0161_D.JPG,205_Post_Def_rgb,DJI_20250929124613_0161_D.JPG,336,1515,3661,42,63,1536.0,3692.5,1593,62.526,41.684,0.6111,0.0556,0.6111,0.6111,0.7067
460,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124525_0137_D.JPG,205_Post_Def_rgb,DJI_20250929124525_0137_D.JPG,381,723,1598,49,42,747.5,1619.0,1207,48.632,41.684,0.5952,0.0238,0.5952,0.5952,0.7067
461,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,378,2161,2855,49,42,2185.5,2876.0,1207,48.632,41.684,0.5952,0.0238,0.5952,0.5952,0.7067
462,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124707_0188_D.JPG,205_Post_Def_rgb,DJI_20250929124707_0188_D.JPG,210,2043,3488,63,63,2074.5,3519.5,2220,62.526,62.526,0.5802,0.1358,0.5926,0.5679,0.7066
463,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124507_0128_D.JPG,205_Post_Def_rgb,DJI_20250929124507_0128_D.JPG,339,3911,3182,35,56,3928.5,3210.0,1207,55.579,34.737,0.625,0.075,0.625,0.625,0.7065
464,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095823_0331_D.JPG,Part_one_pre_def_rgb,DJI_20250929095823_0331_D.JPG,232,236,2577,42,28,257.0,2591.0,821,41.684,27.789,0.75,0.0,0.75,0.7083,0.7064
465,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124517_0133_D.JPG,205_Post_Def_rgb,DJI_20250929124517_0133_D.JPG,329,285,3140,56,49,313.0,3164.5,1593,55.579,48.632,0.5893,0.0536,0.5893,0.5893,0.7063
466,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124643_0176_D.JPG,205_Post_Def_rgb,DJI_20250929124643_0176_D.JPG,313,4488,3244,56,42,4516.0,3265.0,1400,55.579,41.684,0.6042,0.0625,0.6042,0.6042,0.7061
467,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124623_0166_D.JPG,205_Post_Def_rgb,DJI_20250929124623_0166_D.JPG,376,4148,3821,42,63,4169.0,3852.5,1496,62.526,41.684,0.6296,0.0741,0.6296,0.5741,0.706
468,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124611_0160_D.JPG,205_Post_Def_rgb,DJI_20250929124611_0160_D.JPG,356,4752,2973,69,49,4786.5,2997.5,1786,69.474,48.632,0.6286,0.0143,0.6286,0.5286,0.7059
469,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124639_0174_D.JPG,205_Post_Def_rgb,DJI_20250929124639_0174_D.JPG,271,3675,3592,56,56,3703.0,3620.0,1786,55.579,55.579,0.5781,0.0625,0.5781,0.5781,0.7059
470,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124613_0161_D.JPG,205_Post_Def_rgb,DJI_20250929124613_0161_D.JPG,351,5037,2751,42,63,5058.0,2782.5,1545,62.526,41.684,0.6111,0.0,0.6111,0.5926,0.7058
471,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124725_0197_D.JPG,205_Post_Def_rgb,DJI_20250929124725_0197_D.JPG,228,2994,2522,83,49,3035.5,2546.5,2462,83.368,48.632,0.6071,0.0238,0.6071,0.6071,0.7057
472,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124615_0162_D.JPG,205_Post_Def_rgb,DJI_20250929124615_0162_D.JPG,389,5044,3286,42,63,5065.0,3317.5,1593,62.526,41.684,0.6111,0.0741,0.6111,0.6111,0.7056
473,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095913_0356_D.JPG,Part_one_pre_def_rgb,DJI_20250929095913_0356_D.JPG,339,3369,2494,35,35,3386.5,2511.5,821,34.737,34.737,0.68,0.12,0.84,0.68,0.7055
474,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095915_0357_D.JPG,Part_one_pre_def_rgb,DJI_20250929095915_0357_D.JPG,322,841,3745,35,35,858.5,3762.5,821,34.737,34.737,0.68,0.12,0.84,0.68,0.7055
475,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124603_0156_D.JPG,205_Post_Def_rgb,DJI_20250929124603_0156_D.JPG,398,889,3369,49,63,913.5,3400.5,1738,62.526,48.632,0.619,0.1746,0.619,0.5714,0.7055
476,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124617_0163_D.JPG,205_Post_Def_rgb,DJI_20250929124617_0163_D.JPG,153,4530,3842,76,56,4568.0,3870.0,2413,76.421,55.579,0.6023,0.0795,0.6023,0.5682,0.7054
477,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124505_0127_D.JPG,205_Post_Def_rgb,DJI_20250929124505_0127_D.JPG,276,3432,2188,56,49,3460.0,2212.5,1545,55.579,48.632,0.5893,0.0,0.5893,0.5714,0.7054
478,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124635_0172_D.JPG,205_Post_Def_rgb,DJI_20250929124635_0172_D.JPG,355,1278,1681,49,56,1302.5,1709.0,1545,55.579,48.632,0.5893,0.0,0.5893,0.5714,0.7054
479,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095813_0326_D.JPG,Part_one_pre_def_rgb,DJI_20250929095813_0326_D.JPG,285,4821,3126,28,49,4835.0,3150.5,1014,48.632,27.789,0.75,0.0357,0.75,0.75,0.7054
480,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124515_0132_D.JPG,205_Post_Def_rgb,DJI_20250929124515_0132_D.JPG,308,5224,2543,49,56,5248.5,2571.0,1593,55.579,48.632,0.5893,0.0714,0.5893,0.5893,0.7052
481,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124615_0162_D.JPG,205_Post_Def_rgb,DJI_20250929124615_0162_D.JPG,387,4808,2883,56,49,4836.0,2907.5,1593,55.579,48.632,0.5893,0.0714,0.5893,0.5893,0.7052
482,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124519_0134_D.JPG,205_Post_Def_rgb,DJI_20250929124519_0134_D.JPG,202,438,3793,42,69,459.0,3827.5,1786,69.474,41.684,0.6167,0.0667,0.6167,0.6167,0.7052
483,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124557_0153_D.JPG,205_Post_Def_rgb,DJI_20250929124557_0153_D.JPG,317,2091,1417,49,63,2115.5,1448.5,1786,62.526,48.632,0.5873,0.0317,0.6032,0.5873,0.7051
484,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124705_0187_D.JPG,205_Post_Def_rgb,DJI_20250929124705_0187_D.JPG,168,1132,2779,69,69,1166.5,2813.5,2703,69.474,69.474,0.56,0.04,0.57,0.56,0.7049
485,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124633_0171_D.JPG,205_Post_Def_rgb,DJI_20250929124633_0171_D.JPG,379,4155,2369,42,56,4176.0,2397.0,1400,55.579,41.684,0.6042,0.0833,0.6042,0.6042,0.7048
486,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124531_0140_D.JPG,205_Post_Def_rgb,DJI_20250929124531_0140_D.JPG,243,4669,3446,42,76,4690.0,3484.0,1979,76.421,41.684,0.6212,0.0455,0.6212,0.6212,0.7048
487,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124645_0177_D.JPG,205_Post_Def_rgb,DJI_20250929124645_0177_D.JPG,41,1188,3807,181,146,1278.5,3880.0,11342,180.632,145.895,0.5348,0.0275,0.5421,0.4304,0.7048
488,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124655_0182_D.JPG,205_Post_Def_rgb,DJI_20250929124655_0182_D.JPG,381,3654,2835,49,42,3678.5,2856.0,1207,48.632,41.684,0.5952,0.119,0.619,0.5952,0.7048
489,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124643_0176_D.JPG,205_Post_Def_rgb,DJI_20250929124643_0176_D.JPG,166,3251,3627,76,63,3289.0,3658.5,2606,76.421,62.526,0.5859,0.0404,0.596,0.5455,0.7047
490,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124725_0197_D.JPG,205_Post_Def_rgb,DJI_20250929124725_0197_D.JPG,188,306,1528,49,97,330.5,1576.5,2751,97.263,48.632,0.6327,0.0102,0.6327,0.5816,0.7047
491,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124735_0202_D.JPG,205_Post_Def_rgb,DJI_20250929124735_0202_D.JPG,1,132,2418,181,222,222.5,2529.0,17665,222.316,180.632,0.4796,0.0036,0.4856,0.4399,0.7045
492,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095749_0314_D.JPG,Part_one_pre_def_rgb,DJI_20250929095749_0314_D.JPG,388,1445,1876,28,35,1459.0,1893.5,676,34.737,27.789,0.7,0.0,0.8,0.7,0.7044
493,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095821_0330_D.JPG,Part_one_pre_def_rgb,DJI_20250929095821_0330_D.JPG,386,834,2994,28,35,848.0,3011.5,676,34.737,27.789,0.7,0.0,0.8,0.7,0.7044
494,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095843_0341_D.JPG,Part_one_pre_def_rgb,DJI_20250929095843_0341_D.JPG,353,1473,3279,35,28,1490.5,3293.0,676,34.737,27.789,0.7,0.0,0.8,0.7,0.7044
495,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095853_0346_D.JPG,Part_one_pre_def_rgb,DJI_20250929095853_0346_D.JPG,297,674,2501,35,28,691.5,2515.0,676,34.737,27.789,0.7,0.0,0.8,0.7,0.7044
496,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095907_0353_D.JPG,Part_one_pre_def_rgb,DJI_20250929095907_0353_D.JPG,321,1383,2709,28,35,1397.0,2726.5,676,34.737,27.789,0.7,0.0,0.8,0.7,0.7044
497,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100001_0380_D.JPG,Part_one_pre_def_rgb,DJI_20250929100001_0380_D.JPG,359,2841,2369,35,28,2858.5,2383.0,676,34.737,27.789,0.7,0.0,0.8,0.7,0.7044
498,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124633_0171_D.JPG,205_Post_Def_rgb,DJI_20250929124633_0171_D.JPG,189,3661,3279,63,69,3692.5,3313.5,2365,69.474,62.526,0.5889,0.0778,0.5889,0.5444,0.7044
499,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,331,3793,2501,63,49,3824.5,2525.5,1786,62.526,48.632,0.5873,0.0,0.5873,0.5873,0.7044
500,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124623_0166_D.JPG,205_Post_Def_rgb,DJI_20250929124623_0166_D.JPG,356,1987,3772,35,69,2004.5,3806.5,1545,69.474,34.737,0.64,0.08,0.64,0.64,0.7043
501,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095937_0368_D.JPG,Part_one_pre_def_rgb,DJI_20250929095937_0368_D.JPG,262,952,3911,42,42,973.0,3932.0,1110,41.684,41.684,0.6389,0.0556,0.9167,0.6389,0.7043
502,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095847_0343_D.JPG,Part_one_pre_def_rgb,DJI_20250929095847_0343_D.JPG,271,2105,1334,28,35,2119.0,1351.5,724,34.737,27.789,0.75,0.45,0.8,0.75,0.7042
503,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124511_0130_D.JPG,205_Post_Def_rgb,DJI_20250929124511_0130_D.JPG,386,799,3592,42,42,820.0,3613.0,1014,41.684,41.684,0.5833,0.0,0.5833,0.5833,0.7042
504,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,388,4884,3112,42,42,4905.0,3133.0,1014,41.684,41.684,0.5833,0.0,0.5833,0.5833,0.7042
505,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124541_0145_D.JPG,205_Post_Def_rgb,DJI_20250929124541_0145_D.JPG,240,4370,479,49,76,4394.5,517.0,2220,76.421,48.632,0.5974,0.0,0.5974,0.5974,0.7041
506,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124627_0168_D.JPG,205_Post_Def_rgb,DJI_20250929124627_0168_D.JPG,170,2001,2994,56,63,2029.0,3025.5,1979,62.526,55.579,0.5833,0.0556,0.5833,0.5694,0.704
507,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124541_0145_D.JPG,205_Post_Def_rgb,DJI_20250929124541_0145_D.JPG,264,208,2605,63,63,239.5,2636.5,2172,62.526,62.526,0.5679,0.0,0.5679,0.5556,0.704
508,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095903_0351_D.JPG,Part_one_pre_def_rgb,DJI_20250929095903_0351_D.JPG,261,2369,3425,35,35,2386.5,3442.5,821,34.737,34.737,0.68,0.04,0.8,0.68,0.7039
509,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124731_0200_D.JPG,205_Post_Def_rgb,DJI_20250929124731_0200_D.JPG,106,368,479,63,90,399.5,524.0,3282,90.316,62.526,0.5812,0.0513,0.5812,0.5812,0.7038
510,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124505_0127_D.JPG,205_Post_Def_rgb,DJI_20250929124505_0127_D.JPG,399,3397,2536,42,49,3418.0,2560.5,1207,48.632,41.684,0.5952,0.0714,0.5952,0.5952,0.7038
511,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095747_0313_D.JPG,Part_one_pre_def_rgb,DJI_20250929095747_0313_D.JPG,139,5079,563,42,49,5100.0,587.5,1400,48.632,41.684,0.6905,0.0476,0.7619,0.6905,0.7037
512,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095855_0347_D.JPG,Part_one_pre_def_rgb,DJI_20250929095855_0347_D.JPG,377,618,3349,28,28,632.0,3363.0,531,27.789,27.789,0.6875,0.0625,0.8125,0.6875,0.7036
513,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124727_0198_D.JPG,205_Post_Def_rgb,DJI_20250929124727_0198_D.JPG,55,1334,2383,76,111,1372.0,2438.5,4634,111.158,76.421,0.5739,0.0455,0.5795,0.5455,0.7033
514,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,277,2480,2814,63,63,2511.5,2845.5,2075,62.526,62.526,0.5802,0.0123,0.5802,0.5309,0.7033
515,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095901_0350_D.JPG,Part_one_pre_def_rgb,DJI_20250929095901_0350_D.JPG,206,625,3911,42,42,646.0,3932.0,1158,41.684,41.684,0.6667,0.0278,0.8056,0.6667,0.7033
516,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095931_0365_D.JPG,Part_one_pre_def_rgb,DJI_20250929095931_0365_D.JPG,265,1584,3738,42,42,1605.0,3759.0,1158,41.684,41.684,0.6944,0.0278,0.75,0.6667,0.7033
517,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124731_0200_D.JPG,205_Post_Def_rgb,DJI_20250929124731_0200_D.JPG,183,5211,2862,69,69,5245.5,2896.5,2558,69.474,69.474,0.57,0.0,0.57,0.53,0.7033
518,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124547_0148_D.JPG,205_Post_Def_rgb,DJI_20250929124547_0148_D.JPG,348,3265,1327,49,69,3289.5,1361.5,1931,69.474,48.632,0.6,0.0,0.6,0.5714,0.7031
519,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124739_0204_D.JPG,205_Post_Def_rgb,DJI_20250929124739_0204_D.JPG,295,1487,2744,49,69,1511.5,2778.5,1931,69.474,48.632,0.6,0.0,0.6,0.5714,0.7031
