rank,phase,image,folder,filename,candidate_id,x,y,width,height,center_x,center_y,area_px,mask_major_axis_px,mask_minor_axis_px,lint_fraction,green_fraction,brightness,visibility,measurement_ready_score
520,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124611_0160_D.JPG,205_Post_Def_rgb,DJI_20250929124611_0160_D.JPG,359,2001,3397,56,56,2029.0,3425.0,1786,55.579,55.579,0.5781,0.1094,0.5781,0.5781,0.7031
521,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124617_0163_D.JPG,205_Post_Def_rgb,DJI_20250929124617_0163_D.JPG,348,2098,3856,49,56,2122.5,3884.0,1593,55.579,48.632,0.5893,0.1071,0.5893,0.5893,0.703
522,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124645_0177_D.JPG,205_Post_Def_rgb,DJI_20250929124645_0177_D.JPG,291,4134,2550,63,35,4165.5,2567.5,1351,62.526,34.737,0.6222,0.0,0.6222,0.6222,0.7029
523,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124523_0136_D.JPG,205_Post_Def_rgb,DJI_20250929124523_0136_D.JPG,355,5252,3564,28,63,5266.0,3595.5,1158,62.526,27.789,0.6667,0.1667,0.6667,0.6667,0.7027
524,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095851_0345_D.JPG,Part_one_pre_def_rgb,DJI_20250929095851_0345_D.JPG,377,2258,3599,21,35,2268.5,3616.5,531,34.737,20.842,0.7333,0.0,0.8,0.7333,0.7026
525,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124509_0129_D.JPG,205_Post_Def_rgb,DJI_20250929124509_0129_D.JPG,223,3224,3453,49,63,3248.5,3484.5,1786,62.526,48.632,0.5873,0.0317,0.5873,0.5873,0.7025
526,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124521_0135_D.JPG,205_Post_Def_rgb,DJI_20250929124521_0135_D.JPG,250,3835,3814,49,63,3859.5,3845.5,1786,62.526,48.632,0.5873,0.0317,0.5873,0.5873,0.7025
527,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124523_0136_D.JPG,205_Post_Def_rgb,DJI_20250929124523_0136_D.JPG,325,1799,3092,49,42,1823.5,3113.0,1207,48.632,41.684,0.5952,0.0952,0.5952,0.5952,0.7024
528,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100003_0381_D.JPG,Part_one_pre_def_rgb,DJI_20250929100003_0381_D.JPG,178,2147,42,42,42,2168.0,63.0,1207,41.684,41.684,0.6944,0.0,0.6944,0.6944,0.7022
529,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100009_0384_D.JPG,Part_one_pre_def_rgb,DJI_20250929100009_0384_D.JPG,156,2390,778,42,42,2411.0,799.0,1207,41.684,41.684,0.6944,0.0,0.6944,0.6944,0.7022
530,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095847_0343_D.JPG,Part_one_pre_def_rgb,DJI_20250929095847_0343_D.JPG,194,1612,3147,35,42,1629.5,3168.0,965,41.684,34.737,0.6667,0.0333,0.8667,0.6667,0.7022
531,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,235,3237,3154,42,69,3258.0,3188.5,1786,69.474,41.684,0.6167,0.1167,0.6167,0.6167,0.7022
532,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095919_0359_D.JPG,Part_one_pre_def_rgb,DJI_20250929095919_0359_D.JPG,294,3307,3557,42,35,3328.0,3574.5,1014,41.684,34.737,0.7,0.0667,0.7667,0.7,0.7022
533,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124703_0186_D.JPG,205_Post_Def_rgb,DJI_20250929124703_0186_D.JPG,376,333,2904,56,49,361.0,2928.5,1545,55.579,48.632,0.5893,0.0536,0.5893,0.5714,0.7022
534,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124645_0177_D.JPG,205_Post_Def_rgb,DJI_20250929124645_0177_D.JPG,350,5245,3057,35,56,5262.5,3085.0,1207,55.579,34.737,0.625,0.15,0.625,0.625,0.702
535,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124609_0159_D.JPG,205_Post_Def_rgb,DJI_20250929124609_0159_D.JPG,266,3092,2070,69,56,3126.5,2098.0,1931,69.474,55.579,0.6125,0.0,0.6125,0.5,0.7019
536,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,202,4551,3515,63,76,4582.5,3553.0,2462,76.421,62.526,0.596,0.0202,0.596,0.5152,0.7018
537,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,255,4168,1598,56,49,4196.0,1622.5,1400,55.579,48.632,0.6071,0.0,0.6071,0.5179,0.7016
538,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095853_0346_D.JPG,Part_one_pre_def_rgb,DJI_20250929095853_0346_D.JPG,230,333,3654,35,35,350.5,3671.5,821,34.737,34.737,0.68,0.08,0.8,0.68,0.7015
539,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124559_0154_D.JPG,205_Post_Def_rgb,DJI_20250929124559_0154_D.JPG,395,5058,2987,42,69,5079.0,3021.5,1689,69.474,41.684,0.6167,0.0,0.6167,0.5833,0.7015
540,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095945_0372_D.JPG,Part_one_pre_def_rgb,DJI_20250929095945_0372_D.JPG,326,1181,3891,28,35,1195.0,3908.5,676,34.737,27.789,0.7,0.05,0.8,0.7,0.7014
541,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124539_0144_D.JPG,205_Post_Def_rgb,DJI_20250929124539_0144_D.JPG,379,3064,3057,56,56,3092.0,3085.0,1738,55.579,55.579,0.5781,0.0781,0.5781,0.5625,0.7013
542,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095811_0325_D.JPG,Part_one_pre_def_rgb,DJI_20250929095811_0325_D.JPG,116,4523,104,42,63,4544.0,135.5,1786,62.526,41.684,0.6852,0.1296,0.8519,0.6852,0.7013
543,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,20,1341,3779,188,174,1435.0,3866.0,13321,187.579,173.684,0.5067,0.0222,0.5126,0.4089,0.7011
544,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124517_0133_D.JPG,205_Post_Def_rgb,DJI_20250929124517_0133_D.JPG,375,3863,2939,42,56,3884.0,2967.0,1400,55.579,41.684,0.6042,0.1458,0.6042,0.6042,0.7011
545,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124657_0183_D.JPG,205_Post_Def_rgb,DJI_20250929124657_0183_D.JPG,209,2758,3863,56,63,2786.0,3894.5,2027,62.526,55.579,0.5833,0.2361,0.6111,0.5833,0.7008
546,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124601_0155_D.JPG,205_Post_Def_rgb,DJI_20250929124601_0155_D.JPG,273,4884,1264,56,63,4912.0,1295.5,1882,62.526,55.579,0.5833,0.0,0.5833,0.5417,0.7008
547,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124635_0172_D.JPG,205_Post_Def_rgb,DJI_20250929124635_0172_D.JPG,270,1730,1730,56,63,1758.0,1761.5,1882,62.526,55.579,0.5833,0.0,0.5833,0.5417,0.7008
548,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124533_0141_D.JPG,205_Post_Def_rgb,DJI_20250929124533_0141_D.JPG,350,4689,2223,49,63,4713.5,2254.5,1738,62.526,48.632,0.5873,0.0,0.5873,0.5714,0.7008
549,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124541_0145_D.JPG,205_Post_Def_rgb,DJI_20250929124541_0145_D.JPG,377,1021,1827,63,49,1052.5,1851.5,1738,62.526,48.632,0.5873,0.0,0.5873,0.5714,0.7008
550,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124549_0149_D.JPG,205_Post_Def_rgb,DJI_20250929124549_0149_D.JPG,261,1681,1681,69,56,1715.5,1709.0,2172,69.474,55.579,0.575,0.0,0.5875,0.5625,0.7007
551,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124635_0172_D.JPG,205_Post_Def_rgb,DJI_20250929124635_0172_D.JPG,14,1251,3682,195,271,1348.5,3817.5,22492,270.947,194.526,0.4817,0.0421,0.4963,0.4267,0.7007
552,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,89,5058,2175,63,56,5089.5,2203.0,1979,62.526,55.579,0.5694,0.0,0.5694,0.5694,0.7006
553,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095801_0320_D.JPG,Part_one_pre_def_rgb,DJI_20250929095801_0320_D.JPG,359,5016,2168,35,28,5033.5,2182.0,676,34.737,27.789,0.7,0.2,0.85,0.7,0.7004
554,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095847_0343_D.JPG,Part_one_pre_def_rgb,DJI_20250929095847_0343_D.JPG,307,2008,3571,35,28,2025.5,3585.0,676,34.737,27.789,0.7,0.2,0.85,0.7,0.7004
555,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124557_0153_D.JPG,205_Post_Def_rgb,DJI_20250929124557_0153_D.JPG,123,4057,3779,76,69,4095.0,3813.5,2799,76.421,69.474,0.5818,0.1,0.5818,0.5273,0.7004
556,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124611_0160_D.JPG,205_Post_Def_rgb,DJI_20250929124611_0160_D.JPG,259,5211,2619,42,83,5232.0,2660.5,2124,83.368,41.684,0.625,0.0278,0.625,0.6111,0.7004
557,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,203,3731,820,49,49,3755.5,844.5,1351,48.632,48.632,0.5714,0.0,0.5714,0.5714,0.7003
558,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124651_0180_D.JPG,205_Post_Def_rgb,DJI_20250929124651_0180_D.JPG,290,1862,2015,49,49,1886.5,2039.5,1351,48.632,48.632,0.5714,0.0,0.5714,0.5714,0.7003
559,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095951_0375_D.JPG,Part_one_pre_def_rgb,DJI_20250929095951_0375_D.JPG,306,1758,2918,42,21,1779.0,2928.5,676,41.684,20.842,0.7778,0.3333,0.8333,0.7778,0.7002
560,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124633_0171_D.JPG,205_Post_Def_rgb,DJI_20250929124633_0171_D.JPG,302,653,3759,35,76,670.5,3797.0,1689,76.421,34.737,0.6364,0.0,0.6364,0.6364,0.7002
561,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124639_0174_D.JPG,205_Post_Def_rgb,DJI_20250929124639_0174_D.JPG,291,479,2869,35,76,496.5,2907.0,1689,76.421,34.737,0.6364,0.0,0.6364,0.6364,0.7002
562,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124619_0164_D.JPG,205_Post_Def_rgb,DJI_20250929124619_0164_D.JPG,353,4203,1313,63,49,4234.5,1337.5,1641,62.526,48.632,0.6032,0.0159,0.6032,0.5397,0.7001
563,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095933_0366_D.JPG,Part_one_pre_def_rgb,DJI_20250929095933_0366_D.JPG,380,5092,1619,35,35,5109.5,1636.5,821,34.737,34.737,0.68,0.0,0.76,0.68,0.6999
564,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100001_0380_D.JPG,Part_one_pre_def_rgb,DJI_20250929100001_0380_D.JPG,269,1584,2425,35,35,1601.5,2442.5,821,34.737,34.737,0.68,0.0,0.76,0.68,0.6999
565,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124523_0136_D.JPG,205_Post_Def_rgb,DJI_20250929124523_0136_D.JPG,109,4627,3752,76,56,4665.0,3780.0,2413,76.421,55.579,0.6023,0.1705,0.6023,0.5682,0.6999
566,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095853_0346_D.JPG,Part_one_pre_def_rgb,DJI_20250929095853_0346_D.JPG,146,1355,3425,42,42,1376.0,3446.0,1110,41.684,41.684,0.6389,0.0556,0.8889,0.6389,0.6999
567,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124519_0134_D.JPG,205_Post_Def_rgb,DJI_20250929124519_0134_D.JPG,371,4905,3307,42,49,4926.0,3331.5,1158,48.632,41.684,0.5952,0.0476,0.5952,0.5714,0.6999
568,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124539_0144_D.JPG,205_Post_Def_rgb,DJI_20250929124539_0144_D.JPG,287,4613,201,56,63,4641.0,232.5,1979,62.526,55.579,0.5694,0.0139,0.5694,0.5694,0.6998
569,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124605_0157_D.JPG,205_Post_Def_rgb,DJI_20250929124605_0157_D.JPG,277,4488,2237,63,56,4519.5,2265.0,1979,62.526,55.579,0.5694,0.0139,0.5694,0.5694,0.6998
570,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,163,4759,2195,56,63,4787.0,2226.5,1979,62.526,55.579,0.5694,0.0139,0.5694,0.5694,0.6998
571,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095747_0313_D.JPG,Part_one_pre_def_rgb,DJI_20250929095747_0313_D.JPG,116,1869,2237,35,63,1886.5,2268.5,1593,62.526,34.737,0.7333,0.0222,0.7333,0.7333,0.6998
572,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124607_0158_D.JPG,205_Post_Def_rgb,DJI_20250929124607_0158_D.JPG,187,3613,3786,56,83,3641.0,3827.5,2703,83.368,55.579,0.5833,0.0312,0.5833,0.5833,0.6997
573,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095747_0313_D.JPG,Part_one_pre_def_rgb,DJI_20250929095747_0313_D.JPG,306,4787,3460,42,28,4808.0,3474.0,869,41.684,27.789,0.75,0.375,0.7917,0.75,0.6996
574,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124647_0178_D.JPG,205_Post_Def_rgb,DJI_20250929124647_0178_D.JPG,337,4085,1077,49,49,4109.5,1101.5,1255,48.632,48.632,0.5918,0.0204,0.5918,0.5306,0.6996
575,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,99,3293,2848,83,69,3334.5,2882.5,3137,83.368,69.474,0.5667,0.0417,0.575,0.5417,0.6995
576,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124625_0167_D.JPG,205_Post_Def_rgb,DJI_20250929124625_0167_D.JPG,398,146,3738,42,49,167.0,3762.5,1207,48.632,41.684,0.5952,0.1429,0.5952,0.5952,0.6995
577,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124511_0130_D.JPG,205_Post_Def_rgb,DJI_20250929124511_0130_D.JPG,367,3835,1688,35,49,3852.5,1712.5,1014,48.632,34.737,0.6,0.0,0.6,0.6,0.6995
578,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124511_0130_D.JPG,205_Post_Def_rgb,DJI_20250929124511_0130_D.JPG,373,1098,2689,35,49,1115.5,2713.5,1014,48.632,34.737,0.6,0.0,0.6,0.6,0.6995
579,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124511_0130_D.JPG,205_Post_Def_rgb,DJI_20250929124511_0130_D.JPG,378,5204,2918,49,35,5228.5,2935.5,1014,48.632,34.737,0.6,0.0,0.6,0.6,0.6995
580,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,381,5058,2418,35,49,5075.5,2442.5,1014,48.632,34.737,0.6,0.0,0.6,0.6,0.6995
581,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,383,1945,2709,35,49,1962.5,2733.5,1014,48.632,34.737,0.6,0.0,0.6,0.6,0.6995
582,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,394,2362,2320,35,49,2379.5,2344.5,1014,48.632,34.737,0.6,0.0,0.6,0.6,0.6995
583,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124647_0178_D.JPG,205_Post_Def_rgb,DJI_20250929124647_0178_D.JPG,138,5127,2869,69,69,5161.5,2903.5,2558,69.474,69.474,0.57,0.09,0.58,0.53,0.6995
584,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124559_0154_D.JPG,205_Post_Def_rgb,DJI_20250929124559_0154_D.JPG,116,2251,3168,69,83,2285.5,3209.5,3186,83.368,69.474,0.5667,0.0583,0.5667,0.55,0.6992
585,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,399,4231,3731,42,42,4252.0,3752.0,1014,41.684,41.684,0.5833,0.0833,0.5833,0.5833,0.6992
586,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,378,5099,667,42,42,5120.0,688.0,1014,41.684,41.684,0.5833,0.0833,0.5833,0.5833,0.6992
587,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,395,3168,2334,42,42,3189.0,2355.0,1014,41.684,41.684,0.5833,0.0833,0.5833,0.5833,0.6992
588,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124603_0156_D.JPG,205_Post_Def_rgb,DJI_20250929124603_0156_D.JPG,307,3203,1146,63,56,3234.5,1174.0,1979,62.526,55.579,0.5694,0.0278,0.5694,0.5694,0.699
589,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095815_0327_D.JPG,Part_one_pre_def_rgb,DJI_20250929095815_0327_D.JPG,299,743,3800,28,42,757.0,3821.0,821,41.684,27.789,0.7083,0.125,0.8333,0.7083,0.6989
590,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124703_0186_D.JPG,205_Post_Def_rgb,DJI_20250929124703_0186_D.JPG,136,5113,1167,69,83,5147.5,1208.5,3234,83.368,69.474,0.5583,0.0333,0.5583,0.5583,0.6988
591,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,16,3870,3745,215,208,3977.5,3849.0,18775,215.368,208.421,0.4581,0.0559,0.4677,0.4183,0.6987
592,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124551_0150_D.JPG,205_Post_Def_rgb,DJI_20250929124551_0150_D.JPG,331,215,3800,49,69,239.5,3834.5,1979,69.474,48.632,0.5857,0.0143,0.5857,0.5857,0.6987
593,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124607_0158_D.JPG,205_Post_Def_rgb,DJI_20250929124607_0158_D.JPG,311,2008,2320,49,69,2032.5,2354.5,1979,69.474,48.632,0.5857,0.0143,0.5857,0.5857,0.6987
594,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124529_0139_D.JPG,205_Post_Def_rgb,DJI_20250929124529_0139_D.JPG,324,4391,2772,63,49,4422.5,2796.5,1834,62.526,48.632,0.6032,0.2857,0.6032,0.6032,0.6986
595,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124513_0131_D.JPG,205_Post_Def_rgb,DJI_20250929124513_0131_D.JPG,305,3870,1605,56,56,3898.0,1633.0,1738,55.579,55.579,0.5625,0.0,0.5625,0.5625,0.6985
596,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124603_0156_D.JPG,205_Post_Def_rgb,DJI_20250929124603_0156_D.JPG,381,1125,181,56,56,1153.0,209.0,1738,55.579,55.579,0.5625,0.0,0.5625,0.5625,0.6985
597,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,248,3231,3814,56,56,3259.0,3842.0,1738,55.579,55.579,0.5625,0.0,0.5625,0.5625,0.6985
598,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124727_0198_D.JPG,205_Post_Def_rgb,DJI_20250929124727_0198_D.JPG,340,799,625,56,56,827.0,653.0,1738,55.579,55.579,0.5625,0.0,0.5625,0.5625,0.6985
599,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124639_0174_D.JPG,205_Post_Def_rgb,DJI_20250929124639_0174_D.JPG,8,3960,2452,320,368,4120.0,2636.0,46480,368.211,319.579,0.4696,0.0172,0.477,0.395,0.6985
600,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095947_0373_D.JPG,Part_one_pre_def_rgb,DJI_20250929095947_0373_D.JPG,325,4155,3508,28,35,4169.0,3525.5,676,34.737,27.789,0.7,0.1,0.8,0.7,0.6984
601,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124509_0129_D.JPG,205_Post_Def_rgb,DJI_20250929124509_0129_D.JPG,349,1049,1626,56,42,1077.0,1647.0,1351,55.579,41.684,0.5833,0.0,0.6042,0.5833,0.6984
602,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,240,2251,2168,49,63,2275.5,2199.5,1738,62.526,48.632,0.5714,0.0,0.6032,0.5714,0.6982
603,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124639_0174_D.JPG,205_Post_Def_rgb,DJI_20250929124639_0174_D.JPG,19,3891,3217,208,250,3995.0,3342.0,21575,250.105,208.421,0.4694,0.0491,0.4759,0.4139,0.6982
604,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124545_0147_D.JPG,205_Post_Def_rgb,DJI_20250929124545_0147_D.JPG,348,4578,2376,42,69,4599.0,2410.5,1786,69.474,41.684,0.6167,0.1833,0.6167,0.6167,0.6982
605,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,286,3967,3849,63,56,3998.5,3877.0,1979,62.526,55.579,0.5694,0.0417,0.5694,0.5694,0.6981
606,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124547_0148_D.JPG,205_Post_Def_rgb,DJI_20250929124547_0148_D.JPG,264,4960,1098,63,63,4991.5,1129.5,2172,62.526,62.526,0.5556,0.0,0.5556,0.5556,0.698
607,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095911_0355_D.JPG,Part_one_pre_def_rgb,DJI_20250929095911_0355_D.JPG,351,2056,3467,42,21,2077.0,3477.5,676,41.684,20.842,0.7778,0.2222,0.7778,0.7778,0.698
608,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,223,4481,2751,56,69,4509.0,2785.5,2220,69.474,55.579,0.575,0.0625,0.575,0.575,0.6979
609,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,278,4759,2272,69,49,4793.5,2296.5,1979,69.474,48.632,0.5857,0.0286,0.5857,0.5857,0.6978
610,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,227,2591,2786,35,63,2608.5,2817.5,1303,62.526,34.737,0.6222,0.0,0.6222,0.6,0.6978
611,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,374,4175,1820,49,35,4199.5,1837.5,1014,48.632,34.737,0.6,0.0286,0.6,0.6,0.6978
612,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,378,4425,2334,35,49,4442.5,2358.5,1014,48.632,34.737,0.6,0.0286,0.6,0.6,0.6978
613,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124523_0136_D.JPG,205_Post_Def_rgb,DJI_20250929124523_0136_D.JPG,21,1445,3189,90,181,1490.0,3279.5,8350,180.632,90.316,0.5769,0.0325,0.5858,0.5118,0.6977
614,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124513_0131_D.JPG,205_Post_Def_rgb,DJI_20250929124513_0131_D.JPG,310,4120,2265,56,56,4148.0,2293.0,1738,55.579,55.579,0.5625,0.0156,0.5625,0.5625,0.6976
615,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,400,111,2987,56,56,139.0,3015.0,1738,55.579,55.579,0.5625,0.0156,0.5625,0.5625,0.6976
616,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124733_0201_D.JPG,205_Post_Def_rgb,DJI_20250929124733_0201_D.JPG,349,3474,139,56,56,3502.0,167.0,1738,55.579,55.579,0.5625,0.0156,0.5625,0.5625,0.6976
617,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095841_0340_D.JPG,Part_one_pre_def_rgb,DJI_20250929095841_0340_D.JPG,273,3363,3189,28,49,3377.0,3213.5,965,48.632,27.789,0.7143,0.0357,0.8214,0.7143,0.6975
618,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124609_0159_D.JPG,205_Post_Def_rgb,DJI_20250929124609_0159_D.JPG,177,611,1660,63,69,642.5,1694.5,2413,69.474,62.526,0.5556,0.0,0.5667,0.5556,0.6975
619,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124657_0183_D.JPG,205_Post_Def_rgb,DJI_20250929124657_0183_D.JPG,108,3946,2168,76,83,3984.0,2209.5,3379,83.368,76.421,0.553,0.0303,0.5606,0.5303,0.6975
620,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095817_0328_D.JPG,Part_one_pre_def_rgb,DJI_20250929095817_0328_D.JPG,397,4655,3779,28,35,4669.0,3796.5,676,34.737,27.789,0.7,0.25,0.85,0.7,0.6974
621,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095819_0329_D.JPG,Part_one_pre_def_rgb,DJI_20250929095819_0329_D.JPG,354,764,3460,35,28,781.5,3474.0,676,34.737,27.789,0.7,0.25,0.85,0.7,0.6974
